"Month"	"Temperature"	"Year"	"nMonth"	"Date"	"Time"
"2708"	"Aug"	16.3	1867	8	"1867-08-15"	-37.394
"3065"	"Sep"	13.6	1867	9	"1867-09-15"	-37.363
"3779"	"Nov"	4.8	1867	11	"1867-11-15"	-37.302
"210"	"Jan"	3.9	1868	1	"1868-01-15"	-37.241
"567"	"Feb"	6.3	1868	2	"1868-02-15"	-37.21
"1281"	"Apr"	8.7	1868	4	"1868-04-15"	-37.15
"1995"	"Jun"	15.5	1868	6	"1868-06-15"	-37.089
"2352"	"Jul"	18.3	1868	7	"1868-07-15"	-37.059
"2709"	"Aug"	16.8	1868	8	"1868-08-15"	-37.028
"3066"	"Sep"	14.3	1868	9	"1868-09-15"	-36.997
"3780"	"Nov"	4.9	1868	11	"1868-11-15"	-36.936
"211"	"Jan"	5.6	1869	1	"1869-01-15"	-36.875
"568"	"Feb"	7.5	1869	2	"1869-02-15"	-36.844
"1282"	"Apr"	10.1	1869	4	"1869-04-15"	-36.785
"1996"	"Jun"	13.2	1869	6	"1869-06-15"	-36.724
"2353"	"Jul"	17.3	1869	7	"1869-07-15"	-36.694
"2710"	"Aug"	15.5	1869	8	"1869-08-15"	-36.663
"3067"	"Sep"	14.4	1869	9	"1869-09-15"	-36.632
"3781"	"Nov"	5.8	1869	11	"1869-11-15"	-36.571
"212"	"Jan"	3.3	1870	1	"1870-01-15"	-36.51
"569"	"Feb"	2.8	1870	2	"1870-02-15"	-36.479
"1283"	"Apr"	9.2	1870	4	"1870-04-15"	-36.42
"1997"	"Jun"	15.2	1870	6	"1870-06-15"	-36.359
"2354"	"Jul"	17.5	1870	7	"1870-07-15"	-36.329
"2711"	"Aug"	15.7	1870	8	"1870-08-15"	-36.298
"3068"	"Sep"	12.9	1870	9	"1870-09-15"	-36.267
"3782"	"Nov"	4.7	1870	11	"1870-11-15"	-36.206
"213"	"Jan"	0.5	1871	1	"1871-01-15"	-36.145
"570"	"Feb"	6.1	1871	2	"1871-02-15"	-36.114
"1284"	"Apr"	8.7	1871	4	"1871-04-15"	-36.055
"1998"	"Jun"	12.8	1871	6	"1871-06-15"	-35.994
"2355"	"Jul"	15.2	1871	7	"1871-07-15"	-35.964
"2712"	"Aug"	17.2	1871	8	"1871-08-15"	-35.933
"3069"	"Sep"	12.7	1871	9	"1871-09-15"	-35.902
"3783"	"Nov"	3.4	1871	11	"1871-11-15"	-35.841
"214"	"Jan"	5	1872	1	"1872-01-15"	-35.78
"571"	"Feb"	6.9	1872	2	"1872-02-15"	-35.749
"1285"	"Apr"	8.2	1872	4	"1872-04-15"	-35.689
"1999"	"Jun"	14.1	1872	6	"1872-06-15"	-35.628
"2356"	"Jul"	17.1	1872	7	"1872-07-15"	-35.598
"2713"	"Aug"	15.3	1872	8	"1872-08-15"	-35.567
"3070"	"Sep"	13.2	1872	9	"1872-09-15"	-35.536
"3784"	"Nov"	7	1872	11	"1872-11-15"	-35.475
"215"	"Jan"	5.2	1873	1	"1873-01-15"	-35.414
"572"	"Feb"	1.8	1873	2	"1873-02-15"	-35.383
"1286"	"Apr"	7.7	1873	4	"1873-04-15"	-35.324
"2000"	"Jun"	14.2	1873	6	"1873-06-15"	-35.263
"2357"	"Jul"	16.2	1873	7	"1873-07-15"	-35.233
"2714"	"Aug"	15.4	1873	8	"1873-08-15"	-35.202
"3071"	"Sep"	11.8	1873	9	"1873-09-15"	-35.171
"3785"	"Nov"	6.3	1873	11	"1873-11-15"	-35.11
"216"	"Jan"	5.5	1874	1	"1874-01-15"	-35.049
"573"	"Feb"	3.9	1874	2	"1874-02-15"	-35.018
"1287"	"Apr"	9.8	1874	4	"1874-04-15"	-34.959
"2001"	"Jun"	13.9	1874	6	"1874-06-15"	-34.898
"2358"	"Jul"	17.3	1874	7	"1874-07-15"	-34.868
"2715"	"Aug"	15.1	1874	8	"1874-08-15"	-34.837
"3072"	"Sep"	13.6	1874	9	"1874-09-15"	-34.806
"3786"	"Nov"	5.6	1874	11	"1874-11-15"	-34.745
"217"	"Jan"	6.4	1875	1	"1875-01-15"	-34.684
"574"	"Feb"	2.3	1875	2	"1875-02-15"	-34.653
"1288"	"Apr"	8.6	1875	4	"1875-04-15"	-34.594
"2002"	"Jun"	14.2	1875	6	"1875-06-15"	-34.533
"2359"	"Jul"	14.8	1875	7	"1875-07-15"	-34.503
"2716"	"Aug"	16.1	1875	8	"1875-08-15"	-34.472
"3073"	"Sep"	14.9	1875	9	"1875-09-15"	-34.441
"3787"	"Nov"	5.4	1875	11	"1875-11-15"	-34.38
"218"	"Jan"	3.2	1876	1	"1876-01-15"	-34.319
"575"	"Feb"	4.8	1876	2	"1876-02-15"	-34.288
"1289"	"Apr"	7.9	1876	4	"1876-04-15"	-34.228
"2003"	"Jun"	14.3	1876	6	"1876-06-15"	-34.167
"2360"	"Jul"	17.2	1876	7	"1876-07-15"	-34.137
"2717"	"Aug"	16.5	1876	8	"1876-08-15"	-34.106
"3074"	"Sep"	12.7	1876	9	"1876-09-15"	-34.075
"3788"	"Nov"	6.1	1876	11	"1876-11-15"	-34.014
"219"	"Jan"	5.5	1877	1	"1877-01-15"	-33.953
"576"	"Feb"	6.2	1877	2	"1877-02-15"	-33.922
"1290"	"Apr"	7	1877	4	"1877-04-15"	-33.863
"2004"	"Jun"	15.2	1877	6	"1877-06-15"	-33.802
"2361"	"Jul"	14.7	1877	7	"1877-07-15"	-33.772
"2718"	"Aug"	15.2	1877	8	"1877-08-15"	-33.741
"3075"	"Sep"	11.2	1877	9	"1877-09-15"	-33.71
"3789"	"Nov"	7.1	1877	11	"1877-11-15"	-33.649
"220"	"Jan"	4.6	1878	1	"1878-01-15"	-33.588
"577"	"Feb"	5.6	1878	2	"1878-02-15"	-33.557
"1291"	"Apr"	8.9	1878	4	"1878-04-15"	-33.498
"2005"	"Jun"	15.1	1878	6	"1878-06-15"	-33.437
"2362"	"Jul"	16.6	1878	7	"1878-07-15"	-33.407
"2719"	"Aug"	16.2	1878	8	"1878-08-15"	-33.376
"3076"	"Sep"	13.3	1878	9	"1878-09-15"	-33.345
"3790"	"Nov"	3.5	1878	11	"1878-11-15"	-33.284
"221"	"Jan"	-0.7	1879	1	"1879-01-15"	-33.223
"578"	"Feb"	3.1	1879	2	"1879-02-15"	-33.192
"1292"	"Apr"	5.7	1879	4	"1879-04-15"	-33.133
"2006"	"Jun"	12.9	1879	6	"1879-06-15"	-33.072
"2363"	"Jul"	13.6	1879	7	"1879-07-15"	-33.042
"2720"	"Aug"	14.5	1879	8	"1879-08-15"	-33.011
"3077"	"Sep"	12.6	1879	9	"1879-09-15"	-32.98
"3791"	"Nov"	4.1	1879	11	"1879-11-15"	-32.919
"222"	"Jan"	0.9	1880	1	"1880-01-15"	-32.858
"579"	"Feb"	5.8	1880	2	"1880-02-15"	-32.827
"1293"	"Apr"	7.9	1880	4	"1880-04-15"	-32.767
"2007"	"Jun"	13.8	1880	6	"1880-06-15"	-32.706
"2364"	"Jul"	15.5	1880	7	"1880-07-15"	-32.676
"2721"	"Aug"	16.4	1880	8	"1880-08-15"	-32.645
"3078"	"Sep"	14.6	1880	9	"1880-09-15"	-32.614
"3792"	"Nov"	5.4	1880	11	"1880-11-15"	-32.553
"223"	"Jan"	-1.5	1881	1	"1881-01-15"	-32.492
"580"	"Feb"	3.2	1881	2	"1881-02-15"	-32.461
"1294"	"Apr"	7.3	1881	4	"1881-04-15"	-32.402
"2008"	"Jun"	13.7	1881	6	"1881-06-15"	-32.341
"2365"	"Jul"	16.2	1881	7	"1881-07-15"	-32.311
"2722"	"Aug"	13.9	1881	8	"1881-08-15"	-32.28
"3079"	"Sep"	12.7	1881	9	"1881-09-15"	-32.249
"3793"	"Nov"	8.9	1881	11	"1881-11-15"	-32.188
"224"	"Jan"	5.2	1882	1	"1882-01-15"	-32.127
"581"	"Feb"	6.1	1882	2	"1882-02-15"	-32.096
"1295"	"Apr"	8.4	1882	4	"1882-04-15"	-32.037
"2009"	"Jun"	13.1	1882	6	"1882-06-15"	-31.976
"2366"	"Jul"	15.2	1882	7	"1882-07-15"	-31.946
"2723"	"Aug"	14.9	1882	8	"1882-08-15"	-31.915
"3080"	"Sep"	12.1	1882	9	"1882-09-15"	-31.884
"3794"	"Nov"	5.7	1882	11	"1882-11-15"	-31.823
"225"	"Jan"	4.7	1883	1	"1883-01-15"	-31.762
"582"	"Feb"	5.9	1883	2	"1883-02-15"	-31.731
"1296"	"Apr"	8.1	1883	4	"1883-04-15"	-31.672
"2010"	"Jun"	13.9	1883	6	"1883-06-15"	-31.611
"2367"	"Jul"	14.5	1883	7	"1883-07-15"	-31.581
"2724"	"Aug"	15.3	1883	8	"1883-08-15"	-31.55
"3081"	"Sep"	13.3	1883	9	"1883-09-15"	-31.519
"3795"	"Nov"	5.8	1883	11	"1883-11-15"	-31.458
"226"	"Jan"	6.5	1884	1	"1884-01-15"	-31.397
"583"	"Feb"	5.3	1884	2	"1884-02-15"	-31.366
"1297"	"Apr"	7.2	1884	4	"1884-04-15"	-31.306
"2011"	"Jun"	14.1	1884	6	"1884-06-15"	-31.245
"2368"	"Jul"	16.3	1884	7	"1884-07-15"	-31.215
"2725"	"Aug"	17.2	1884	8	"1884-08-15"	-31.184
"3082"	"Sep"	14.5	1884	9	"1884-09-15"	-31.153
"3796"	"Nov"	5.3	1884	11	"1884-11-15"	-31.092
"227"	"Jan"	2.9	1885	1	"1885-01-15"	-31.031
"584"	"Feb"	5.8	1885	2	"1885-02-15"	-31
"1298"	"Apr"	7.7	1885	4	"1885-04-15"	-30.941
"2012"	"Jun"	13.9	1885	6	"1885-06-15"	-30.88
"2369"	"Jul"	16.3	1885	7	"1885-07-15"	-30.85
"2726"	"Aug"	13.6	1885	8	"1885-08-15"	-30.819
"3083"	"Sep"	12.2	1885	9	"1885-09-15"	-30.788
"3797"	"Nov"	5.9	1885	11	"1885-11-15"	-30.727
"228"	"Jan"	2.1	1886	1	"1886-01-15"	-30.666
"585"	"Feb"	1.5	1886	2	"1886-02-15"	-30.635
"1299"	"Apr"	7.6	1886	4	"1886-04-15"	-30.576
"2013"	"Jun"	13.6	1886	6	"1886-06-15"	-30.515
"2370"	"Jul"	15.9	1886	7	"1886-07-15"	-30.485
"2727"	"Aug"	15.8	1886	8	"1886-08-15"	-30.454
"3084"	"Sep"	13.6	1886	9	"1886-09-15"	-30.423
"3798"	"Nov"	6.6	1886	11	"1886-11-15"	-30.362
"229"	"Jan"	2.4	1887	1	"1887-01-15"	-30.301
"586"	"Feb"	3.8	1887	2	"1887-02-15"	-30.27
"1300"	"Apr"	6.2	1887	4	"1887-04-15"	-30.211
"2014"	"Jun"	15.3	1887	6	"1887-06-15"	-30.15
"2371"	"Jul"	17.3	1887	7	"1887-07-15"	-30.12
"2728"	"Aug"	15.7	1887	8	"1887-08-15"	-30.089
"3085"	"Sep"	11.8	1887	9	"1887-09-15"	-30.058
"3799"	"Nov"	4.4	1887	11	"1887-11-15"	-29.997
"230"	"Jan"	3.2	1888	1	"1888-01-15"	-29.936
"587"	"Feb"	1.8	1888	2	"1888-02-15"	-29.905
"1301"	"Apr"	6.2	1888	4	"1888-04-15"	-29.845
"2015"	"Jun"	13.2	1888	6	"1888-06-15"	-29.784
"2372"	"Jul"	13.7	1888	7	"1888-07-15"	-29.754
"2729"	"Aug"	14.1	1888	8	"1888-08-15"	-29.723
"3086"	"Sep"	12.2	1888	9	"1888-09-15"	-29.692
"3800"	"Nov"	7.7	1888	11	"1888-11-15"	-29.631
"231"	"Jan"	3.4	1889	1	"1889-01-15"	-29.57
"588"	"Feb"	2.9	1889	2	"1889-02-15"	-29.539
"1302"	"Apr"	7.1	1889	4	"1889-04-15"	-29.48
"2016"	"Jun"	15.3	1889	6	"1889-06-15"	-29.419
"2373"	"Jul"	15.3	1889	7	"1889-07-15"	-29.389
"2730"	"Aug"	14.7	1889	8	"1889-08-15"	-29.358
"3087"	"Sep"	12.8	1889	9	"1889-09-15"	-29.327
"3801"	"Nov"	6.9	1889	11	"1889-11-15"	-29.266
"232"	"Jan"	5.7	1890	1	"1890-01-15"	-29.205
"589"	"Feb"	3.1	1890	2	"1890-02-15"	-29.174
"1303"	"Apr"	7.1	1890	4	"1890-04-15"	-29.115
"2017"	"Jun"	13.5	1890	6	"1890-06-15"	-29.054
"2374"	"Jul"	14.5	1890	7	"1890-07-15"	-29.024
"2731"	"Aug"	14.1	1890	8	"1890-08-15"	-28.993
"3088"	"Sep"	14.6	1890	9	"1890-09-15"	-28.962
"3802"	"Nov"	5.7	1890	11	"1890-11-15"	-28.901
"233"	"Jan"	1.3	1891	1	"1891-01-15"	-28.84
"590"	"Feb"	3.9	1891	2	"1891-02-15"	-28.809
"1304"	"Apr"	6.2	1891	4	"1891-04-15"	-28.75
"2018"	"Jun"	14.7	1891	6	"1891-06-15"	-28.689
"2375"	"Jul"	15.1	1891	7	"1891-07-15"	-28.659
"2732"	"Aug"	14.1	1891	8	"1891-08-15"	-28.628
"3089"	"Sep"	14.2	1891	9	"1891-09-15"	-28.597
"3803"	"Nov"	5.6	1891	11	"1891-11-15"	-28.536
"234"	"Jan"	2.3	1892	1	"1892-01-15"	-28.475
"591"	"Feb"	3.6	1892	2	"1892-02-15"	-28.444
"1305"	"Apr"	7.3	1892	4	"1892-04-15"	-28.384
"2019"	"Jun"	13.4	1892	6	"1892-06-15"	-28.323
"2376"	"Jul"	14.3	1892	7	"1892-07-15"	-28.293
"2733"	"Aug"	15.2	1892	8	"1892-08-15"	-28.262
"3090"	"Sep"	12.4	1892	9	"1892-09-15"	-28.231
"3804"	"Nov"	6.4	1892	11	"1892-11-15"	-28.17
"235"	"Jan"	2.2	1893	1	"1893-01-15"	-28.109
"592"	"Feb"	4.7	1893	2	"1893-02-15"	-28.078
"1306"	"Apr"	10.3	1893	4	"1893-04-15"	-28.019
"2020"	"Jun"	15.6	1893	6	"1893-06-15"	-27.958
"2377"	"Jul"	16.4	1893	7	"1893-07-15"	-27.928
"2734"	"Aug"	17.4	1893	8	"1893-08-15"	-27.897
"3091"	"Sep"	12.9	1893	9	"1893-09-15"	-27.866
"3805"	"Nov"	5.2	1893	11	"1893-11-15"	-27.805
"236"	"Jan"	3.4	1894	1	"1894-01-15"	-27.744
"593"	"Feb"	5.1	1894	2	"1894-02-15"	-27.713
"1307"	"Apr"	9.7	1894	4	"1894-04-15"	-27.654
"2021"	"Jun"	13.5	1894	6	"1894-06-15"	-27.593
"2378"	"Jul"	15.9	1894	7	"1894-07-15"	-27.563
"2735"	"Aug"	14.2	1894	8	"1894-08-15"	-27.532
"3092"	"Sep"	11.6	1894	9	"1894-09-15"	-27.501
"3806"	"Nov"	7.9	1894	11	"1894-11-15"	-27.44
"237"	"Jan"	0.2	1895	1	"1895-01-15"	-27.379
"594"	"Feb"	-1.8	1895	2	"1895-02-15"	-27.348
"1308"	"Apr"	8.2	1895	4	"1895-04-15"	-27.289
"2022"	"Jun"	14.8	1895	6	"1895-06-15"	-27.228
"2379"	"Jul"	15.2	1895	7	"1895-07-15"	-27.198
"2736"	"Aug"	15.8	1895	8	"1895-08-15"	-27.167
"3093"	"Sep"	15.4	1895	9	"1895-09-15"	-27.136
"3807"	"Nov"	7.5	1895	11	"1895-11-15"	-27.075
"238"	"Jan"	4.8	1896	1	"1896-01-15"	-27.014
"595"	"Feb"	4.6	1896	2	"1896-02-15"	-26.983
"1309"	"Apr"	9.1	1896	4	"1896-04-15"	-26.923
"2023"	"Jun"	16.2	1896	6	"1896-06-15"	-26.862
"2380"	"Jul"	16.2	1896	7	"1896-07-15"	-26.832
"2737"	"Aug"	14.3	1896	8	"1896-08-15"	-26.801
"3094"	"Sep"	13.1	1896	9	"1896-09-15"	-26.77
"3808"	"Nov"	4.3	1896	11	"1896-11-15"	-26.709
"239"	"Jan"	1.6	1897	1	"1897-01-15"	-26.648
"596"	"Feb"	5.8	1897	2	"1897-02-15"	-26.617
"1310"	"Apr"	7.1	1897	4	"1897-04-15"	-26.558
"2024"	"Jun"	15.1	1897	6	"1897-06-15"	-26.497
"2381"	"Jul"	16.5	1897	7	"1897-07-15"	-26.467
"2738"	"Aug"	16.2	1897	8	"1897-08-15"	-26.436
"3095"	"Sep"	12.1	1897	9	"1897-09-15"	-26.405
"3809"	"Nov"	7.6	1897	11	"1897-11-15"	-26.344
"240"	"Jan"	6.6	1898	1	"1898-01-15"	-26.283
"597"	"Feb"	4.8	1898	2	"1898-02-15"	-26.252
"1311"	"Apr"	8.5	1898	4	"1898-04-15"	-26.193
"2025"	"Jun"	13.6	1898	6	"1898-06-15"	-26.132
"2382"	"Jul"	15.3	1898	7	"1898-07-15"	-26.102
"2739"	"Aug"	16.5	1898	8	"1898-08-15"	-26.071
"3096"	"Sep"	15.2	1898	9	"1898-09-15"	-26.04
"3810"	"Nov"	7.2	1898	11	"1898-11-15"	-25.979
"241"	"Jan"	4.9	1899	1	"1899-01-15"	-25.918
"598"	"Feb"	5.1	1899	2	"1899-02-15"	-25.887
"1312"	"Apr"	7.8	1899	4	"1899-04-15"	-25.828
"2026"	"Jun"	15.7	1899	6	"1899-06-15"	-25.767
"2383"	"Jul"	17.3	1899	7	"1899-07-15"	-25.737
"2740"	"Aug"	17.8	1899	8	"1899-08-15"	-25.706
"3097"	"Sep"	13.2	1899	9	"1899-09-15"	-25.675
"3811"	"Nov"	8.5	1899	11	"1899-11-15"	-25.614
"242"	"Jan"	4.4	1900	1	"1900-01-15"	-25.553
"599"	"Feb"	2.6	1900	2	"1900-02-15"	-25.522
"1313"	"Apr"	8.3	1900	4	"1900-04-15"	-25.463
"2027"	"Jun"	14.7	1900	6	"1900-06-15"	-25.402
"2384"	"Jul"	17.7	1900	7	"1900-07-15"	-25.372
"2741"	"Aug"	15.1	1900	8	"1900-08-15"	-25.341
"3098"	"Sep"	13.6	1900	9	"1900-09-15"	-25.31
"3812"	"Nov"	7.3	1900	11	"1900-11-15"	-25.249
"243"	"Jan"	3.5	1901	1	"1901-01-15"	-25.188
"600"	"Feb"	2.3	1901	2	"1901-02-15"	-25.157
"1314"	"Apr"	8.6	1901	4	"1901-04-15"	-25.098
"2028"	"Jun"	13.9	1901	6	"1901-06-15"	-25.037
"2385"	"Jul"	18	1901	7	"1901-07-15"	-25.007
"2742"	"Aug"	15.6	1901	8	"1901-08-15"	-24.976
"3099"	"Sep"	13.9	1901	9	"1901-09-15"	-24.945
"3813"	"Nov"	4.8	1901	11	"1901-11-15"	-24.884
"244"	"Jan"	4.7	1902	1	"1902-01-15"	-24.823
"601"	"Feb"	1.5	1902	2	"1902-02-15"	-24.792
"1315"	"Apr"	7.5	1902	4	"1902-04-15"	-24.733
"2029"	"Jun"	13.9	1902	6	"1902-06-15"	-24.672
"2386"	"Jul"	14.7	1902	7	"1902-07-15"	-24.642
"2743"	"Aug"	14.3	1902	8	"1902-08-15"	-24.611
"3100"	"Sep"	12.8	1902	9	"1902-09-15"	-24.58
"3814"	"Nov"	6.8	1902	11	"1902-11-15"	-24.519
"245"	"Jan"	4.2	1903	1	"1903-01-15"	-24.458
"602"	"Feb"	7.1	1903	2	"1903-02-15"	-24.427
"1316"	"Apr"	6.4	1903	4	"1903-04-15"	-24.368
"2030"	"Jun"	13	1903	6	"1903-06-15"	-24.307
"2387"	"Jul"	15.3	1903	7	"1903-07-15"	-24.277
"2744"	"Aug"	14.3	1903	8	"1903-08-15"	-24.246
"3101"	"Sep"	13.1	1903	9	"1903-09-15"	-24.215
"3815"	"Nov"	6.4	1903	11	"1903-11-15"	-24.154
"246"	"Jan"	4.1	1904	1	"1904-01-15"	-24.093
"603"	"Feb"	3.4	1904	2	"1904-02-15"	-24.062
"1317"	"Apr"	8.7	1904	4	"1904-04-15"	-24.002
"2031"	"Jun"	13.3	1904	6	"1904-06-15"	-23.941
"2388"	"Jul"	17.1	1904	7	"1904-07-15"	-23.911
"2745"	"Aug"	15.1	1904	8	"1904-08-15"	-23.88
"3102"	"Sep"	12.5	1904	9	"1904-09-15"	-23.849
"3816"	"Nov"	5.2	1904	11	"1904-11-15"	-23.788
"247"	"Jan"	3.6	1905	1	"1905-01-15"	-23.727
"604"	"Feb"	5.2	1905	2	"1905-02-15"	-23.696
"1318"	"Apr"	7.3	1905	4	"1905-04-15"	-23.637
"2032"	"Jun"	14.7	1905	6	"1905-06-15"	-23.576
"2389"	"Jul"	17.2	1905	7	"1905-07-15"	-23.546
"2746"	"Aug"	14.7	1905	8	"1905-08-15"	-23.515
"3103"	"Sep"	12.4	1905	9	"1905-09-15"	-23.484
"3817"	"Nov"	4.9	1905	11	"1905-11-15"	-23.423
"248"	"Jan"	5.3	1906	1	"1906-01-15"	-23.362
"605"	"Feb"	3.1	1906	2	"1906-02-15"	-23.331
"1319"	"Apr"	7.3	1906	4	"1906-04-15"	-23.272
"2033"	"Jun"	14.3	1906	6	"1906-06-15"	-23.211
"2390"	"Jul"	15.8	1906	7	"1906-07-15"	-23.181
"2747"	"Aug"	16.7	1906	8	"1906-08-15"	-23.15
"3104"	"Sep"	13.9	1906	9	"1906-09-15"	-23.119
"3818"	"Nov"	7.3	1906	11	"1906-11-15"	-23.058
"249"	"Jan"	3.6	1907	1	"1907-01-15"	-22.997
"606"	"Feb"	2.8	1907	2	"1907-02-15"	-22.966
"1320"	"Apr"	7.6	1907	4	"1907-04-15"	-22.907
"2034"	"Jun"	12.4	1907	6	"1907-06-15"	-22.846
"2391"	"Jul"	14.1	1907	7	"1907-07-15"	-22.816
"2748"	"Aug"	14.3	1907	8	"1907-08-15"	-22.785
"3105"	"Sep"	13.6	1907	9	"1907-09-15"	-22.754
"3819"	"Nov"	6.5	1907	11	"1907-11-15"	-22.693
"250"	"Jan"	2.5	1908	1	"1908-01-15"	-22.632
"607"	"Feb"	5.3	1908	2	"1908-02-15"	-22.601
"1321"	"Apr"	6	1908	4	"1908-04-15"	-22.541
"2035"	"Jun"	14.3	1908	6	"1908-06-15"	-22.48
"2392"	"Jul"	15.8	1908	7	"1908-07-15"	-22.45
"2749"	"Aug"	14.6	1908	8	"1908-08-15"	-22.419
"3106"	"Sep"	12.9	1908	9	"1908-09-15"	-22.388
"3820"	"Nov"	7.4	1908	11	"1908-11-15"	-22.327
"251"	"Jan"	3.5	1909	1	"1909-01-15"	-22.266
"608"	"Feb"	2.9	1909	2	"1909-02-15"	-22.235
"1322"	"Apr"	8.7	1909	4	"1909-04-15"	-22.176
"2036"	"Jun"	11.8	1909	6	"1909-06-15"	-22.115
"2393"	"Jul"	14.6	1909	7	"1909-07-15"	-22.085
"2750"	"Aug"	15.4	1909	8	"1909-08-15"	-22.054
"3107"	"Sep"	11.9	1909	9	"1909-09-15"	-22.023
"3821"	"Nov"	4.8	1909	11	"1909-11-15"	-21.962
"252"	"Jan"	3.5	1910	1	"1910-01-15"	-21.901
"609"	"Feb"	5.1	1910	2	"1910-02-15"	-21.87
"1323"	"Apr"	7.3	1910	4	"1910-04-15"	-21.811
"2037"	"Jun"	14.7	1910	6	"1910-06-15"	-21.75
"2394"	"Jul"	14.2	1910	7	"1910-07-15"	-21.72
"2751"	"Aug"	15.2	1910	8	"1910-08-15"	-21.689
"3108"	"Sep"	12.5	1910	9	"1910-09-15"	-21.658
"3822"	"Nov"	3.2	1910	11	"1910-11-15"	-21.597
"253"	"Jan"	3.8	1911	1	"1911-01-15"	-21.536
"610"	"Feb"	4.8	1911	2	"1911-02-15"	-21.505
"1324"	"Apr"	7.5	1911	4	"1911-04-15"	-21.446
"2038"	"Jun"	14.5	1911	6	"1911-06-15"	-21.385
"2395"	"Jul"	18.2	1911	7	"1911-07-15"	-21.355
"2752"	"Aug"	18.2	1911	8	"1911-08-15"	-21.324
"3109"	"Sep"	13.9	1911	9	"1911-09-15"	-21.293
"3823"	"Nov"	6.1	1911	11	"1911-11-15"	-21.232
"254"	"Jan"	3.6	1912	1	"1912-01-15"	-21.171
"611"	"Feb"	5.4	1912	2	"1912-02-15"	-21.14
"1325"	"Apr"	8.8	1912	4	"1912-04-15"	-21.08
"2039"	"Jun"	13.9	1912	6	"1912-06-15"	-21.019
"2396"	"Jul"	16.1	1912	7	"1912-07-15"	-20.989
"2753"	"Aug"	12.9	1912	8	"1912-08-15"	-20.958
"3110"	"Sep"	11.1	1912	9	"1912-09-15"	-20.927
"3824"	"Nov"	6.3	1912	11	"1912-11-15"	-20.866
"255"	"Jan"	4.5	1913	1	"1913-01-15"	-20.805
"612"	"Feb"	4.8	1913	2	"1913-02-15"	-20.774
"1326"	"Apr"	8.1	1913	4	"1913-04-15"	-20.715
"2040"	"Jun"	14.3	1913	6	"1913-06-15"	-20.654
"2397"	"Jul"	14.6	1913	7	"1913-07-15"	-20.624
"2754"	"Aug"	15.2	1913	8	"1913-08-15"	-20.593
"3111"	"Sep"	14.1	1913	9	"1913-09-15"	-20.562
"3825"	"Nov"	8.4	1913	11	"1913-11-15"	-20.501
"256"	"Jan"	3.7	1914	1	"1914-01-15"	-20.44
"613"	"Feb"	6.8	1914	2	"1914-02-15"	-20.409
"1327"	"Apr"	9.8	1914	4	"1914-04-15"	-20.35
"2041"	"Jun"	14.5	1914	6	"1914-06-15"	-20.289
"2398"	"Jul"	15.8	1914	7	"1914-07-15"	-20.259
"2755"	"Aug"	16.1	1914	8	"1914-08-15"	-20.228
"3112"	"Sep"	13.3	1914	9	"1914-09-15"	-20.197
"3826"	"Nov"	6.8	1914	11	"1914-11-15"	-20.136
"257"	"Jan"	4.1	1915	1	"1915-01-15"	-20.075
"614"	"Feb"	4.3	1915	2	"1915-02-15"	-20.044
"1328"	"Apr"	7.9	1915	4	"1915-04-15"	-19.985
"2042"	"Jun"	14.4	1915	6	"1915-06-15"	-19.924
"2399"	"Jul"	14.6	1915	7	"1915-07-15"	-19.894
"2756"	"Aug"	15.3	1915	8	"1915-08-15"	-19.863
"3113"	"Sep"	13.4	1915	9	"1915-09-15"	-19.832
"3827"	"Nov"	2.8	1915	11	"1915-11-15"	-19.771
"258"	"Jan"	7.5	1916	1	"1916-01-15"	-19.71
"615"	"Feb"	3.8	1916	2	"1916-02-15"	-19.679
"1329"	"Apr"	8.2	1916	4	"1916-04-15"	-19.619
"2043"	"Jun"	11.8	1916	6	"1916-06-15"	-19.558
"2400"	"Jul"	15.3	1916	7	"1916-07-15"	-19.528
"2757"	"Aug"	16.4	1916	8	"1916-08-15"	-19.497
"3114"	"Sep"	13	1916	9	"1916-09-15"	-19.466
"3828"	"Nov"	6.8	1916	11	"1916-11-15"	-19.405
"259"	"Jan"	1.6	1917	1	"1917-01-15"	-19.344
"616"	"Feb"	0.9	1917	2	"1917-02-15"	-19.313
"1330"	"Apr"	5.4	1917	4	"1917-04-15"	-19.254
"2044"	"Jun"	15.2	1917	6	"1917-06-15"	-19.193
"2401"	"Jul"	16.1	1917	7	"1917-07-15"	-19.163
"2758"	"Aug"	15.3	1917	8	"1917-08-15"	-19.132
"3115"	"Sep"	14	1917	9	"1917-09-15"	-19.101
"3829"	"Nov"	7.8	1917	11	"1917-11-15"	-19.04
"260"	"Jan"	3.8	1918	1	"1918-01-15"	-18.979
"617"	"Feb"	6.5	1918	2	"1918-02-15"	-18.948
"1331"	"Apr"	6.7	1918	4	"1918-04-15"	-18.889
"2045"	"Jun"	13.3	1918	6	"1918-06-15"	-18.828
"2402"	"Jul"	15.4	1918	7	"1918-07-15"	-18.798
"2759"	"Aug"	16.1	1918	8	"1918-08-15"	-18.767
"3116"	"Sep"	11.9	1918	9	"1918-09-15"	-18.736
"3830"	"Nov"	5.5	1918	11	"1918-11-15"	-18.675
"261"	"Jan"	2.9	1919	1	"1919-01-15"	-18.614
"618"	"Feb"	1.9	1919	2	"1919-02-15"	-18.583
"1332"	"Apr"	7.1	1919	4	"1919-04-15"	-18.524
